1,#genre#
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8

CCTV-1高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225627/10000100000000060000000000000181_0.smil
CCTV-2高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225629/10000100000000060000000000000182_0.smil
CCTV-4高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225631/10000100000000060000000000000183_0.smil
CCTV-5+高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225643/10000100000000060000000000000189_0.smil
CCTV-7高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225633/10000100000000060000000000000184_0.smil
CCTV-9高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225635/10000100000000060000000000000185_0.smil
CCTV-10高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225637/10000100000000060000000000000186_0.smil
CCTV-12高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225639/10000100000000060000000000000187_0.smil
CCTV-14高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225641/10000100000000060000000000000188_0.smil
湖南卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225653/10000100000000060000000000000194_0.smil
江苏卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225645/10000100000000060000000000000190_0.smil
浙江卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225647/10000100000000060000000000000191_0.smil
东方卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225649/10000100000000060000000000000192_0.smil
北京卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225651/10000100000000060000000000000193_0.smil
天津卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225665/10000100000000060000000000000200_0.smil
深圳卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226109/10000100000000060000000000000463_0.smil
广东卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225655/10000100000000060000000000000195_0.smil
山东卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225661/10000100000000060000000000000198_0.smil
湖北卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225663/10000100000000060000000000000199_0.smil
辽宁卫视高清,rtsp://180.100.120.142/PLTV/88888888/224/3221226641/10000100000000060000000000000804_0.smil
重庆卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225667/10000100000000060000000000000201_0.smil
黑龙江卫视高清,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225657/10000100000000060000000000000196_0.smil
全纪录,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226125/10000100000000060000000000000501_0.smil
风云足球,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225587/10000100000000060000000000000104_0.smil
高尔夫网球,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225522/10000100000000060000000000000144_0.smil
世界地理,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225532/10000100000000060000000000000204_0.smil
电视指南,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225520/10000100000000060000000000000143_0.smil
央视精品,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225581/10000100000000060000000000000101_0.smil
风云音乐,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225589/10000100000000060000000000000105_0.smil
女性时尚,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225619/10000100000000060000000000000120_0.smil
风云剧场,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225591/10000100000000060000000000000106_0.smil
国防军事,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225579/10000100000000060000000000000100_0.smil
怀旧剧场,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225524/10000100000000060000000000000145_0.smil
央广健康,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225913/10000100000000060000000000000329_0.smil
中华美食,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225625/10000100000000060000000000000141_0.smil
书画,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226629/10000100000000060000000000000801_0.smil
